ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
BP	GO:0032990	cell part morphogenesis	456	0.77441731802685	1.28661346282017	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1204	tags=23%, list=10%, signal=22%	ENSG00000196569/ENSG00000134121/ENSG00000075223/ENSG00000187122/ENSG00000154134/ENSG00000148082/ENSG00000007372/ENSG00000066468/ENSG00000170017/ENSG00000099250/ENSG00000109132/ENSG00000188906/ENSG00000167178/ENSG00000143858/ENSG00000152661/ENSG00000130558/ENSG00000132872/ENSG00000168505/ENSG00000184144/ENSG00000066032/ENSG00000156687/ENSG00000114646/ENSG00000135905/ENSG00000107104/ENSG00000163623/ENSG00000154764/ENSG00000138696/ENSG00000077264/ENSG00000144857/ENSG00000001617/ENSG00000011201/ENSG00000006468/ENSG00000064300/ENSG00000147010/ENSG00000176406/ENSG00000151892/ENSG00000130477/ENSG00000081479/ENSG00000184347/ENSG00000082684/ENSG00000146648/ENSG00000221866/ENSG00000179242/ENSG00000171798/ENSG00000101134/ENSG00000178235/ENSG00000182580/ENSG00000171956/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000124486/ENSG00000185008/ENSG00000174469/ENSG00000171608/ENSG00000181790/ENSG00000125848/ENSG00000158301/ENSG00000186868/ENSG00000074047/ENSG00000135333/ENSG00000198910/ENSG00000162493/ENSG00000169783/ENSG00000061337/ENSG00000115993/ENSG00000148053/ENSG00000173482/ENSG00000143320/ENSG00000140937/ENSG00000067715/ENSG00000116106/ENSG00000082397/ENSG00000162490/ENSG00000076864/ENSG00000169862/ENSG00000133216/ENSG00000065675/ENSG00000145147/ENSG00000156299/ENSG00000079841/ENSG00000160716/ENSG00000160691/ENSG00000132688/ENSG00000063660/ENSG00000116035/ENSG00000108379/ENSG00000047579/ENSG00000111249/ENSG00000044090/ENSG00000179915/ENSG00000143434/ENSG00000181754/ENSG00000105996/ENSG00000110400/ENSG00000100503/ENSG00000133961/ENSG00000115414/ENSG00000083290/ENSG00000277586/ENSG00000132535/ENSG00000087586/ENSG00000136960/ENSG00000196358/ENSG00000169554/ENSG00000184349/ENSG00000165240
MF	GO:0038023	signaling receptor activity	292	0.783415749228949	1.29906499387701	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1115	tags=26%, list=10%, signal=24%	ENSG00000044524/ENSG00000112414/ENSG00000068078/ENSG00000169071/ENSG00000066468/ENSG00000099250/ENSG00000144476/ENSG00000205213/ENSG00000178568/ENSG00000187244/ENSG00000137868/ENSG00000105855/ENSG00000060656/ENSG00000156687/ENSG00000139292/ENSG00000173530/ENSG00000164930/ENSG00000138696/ENSG00000113594/ENSG00000067182/ENSG00000127863/ENSG00000082781/ENSG00000166206/ENSG00000170412/ENSG00000076356/ENSG00000064300/ENSG00000118402/ENSG00000170989/ENSG00000151892/ENSG00000004399/ENSG00000110076/ENSG00000146648/ENSG00000185551/ENSG00000077238/ENSG00000077092/ENSG00000158292/ENSG00000182580/ENSG00000196482/ENSG00000140538/ENSG00000132256/ENSG00000167191/ENSG00000111432/ENSG00000185008/ENSG00000181790/ENSG00000118432/ENSG00000135333/ENSG00000179603/ENSG00000164082/ENSG00000037280/ENSG00000148053/ENSG00000173482/ENSG00000176170/ENSG00000116106/ENSG00000133216/ENSG00000115365/ENSG00000250510/ENSG00000104998/ENSG00000198121/ENSG00000127418/ENSG00000160716/ENSG00000171094/ENSG00000137642/ENSG00000187266/ENSG00000244165/ENSG00000113721/ENSG00000142627/ENSG00000155511/ENSG00000170837/ENSG00000179915/ENSG00000101180/ENSG00000110400/ENSG00000150938/ENSG00000169083/ENSG00000163873/ENSG00000019582/ENSG00000134352
BP	GO:0048667	cell morphogenesis involved in neuron differentiation	378	0.789608416487918	1.31087847847265	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1097	tags=24%, list=9%, signal=22%	ENSG00000196569/ENSG00000134121/ENSG00000075223/ENSG00000187122/ENSG00000154134/ENSG00000148082/ENSG00000007372/ENSG00000066468/ENSG00000170017/ENSG00000099250/ENSG00000109132/ENSG00000188906/ENSG00000167178/ENSG00000130558/ENSG00000168505/ENSG00000114315/ENSG00000184144/ENSG00000066032/ENSG00000156687/ENSG00000135905/ENSG00000163623/ENSG00000154764/ENSG00000138696/ENSG00000077264/ENSG00000144857/ENSG00000001617/ENSG00000011201/ENSG00000006468/ENSG00000064300/ENSG00000147010/ENSG00000151892/ENSG00000184347/ENSG00000082684/ENSG00000148600/ENSG00000221866/ENSG00000179242/ENSG00000171798/ENSG00000079215/ENSG00000101134/ENSG00000178235/ENSG00000182580/ENSG00000171956/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000124486/ENSG00000185008/ENSG00000171608/ENSG00000181790/ENSG00000125848/ENSG00000158301/ENSG00000186868/ENSG00000074047/ENSG00000135333/ENSG00000198910/ENSG00000169783/ENSG00000061337/ENSG00000115993/ENSG00000148053/ENSG00000173482/ENSG00000143320/ENSG00000140937/ENSG00000116106/ENSG00000162490/ENSG00000076864/ENSG00000169862/ENSG00000133216/ENSG00000065675/ENSG00000145147/ENSG00000156299/ENSG00000160716/ENSG00000160691/ENSG00000063660/ENSG00000116035/ENSG00000108379/ENSG00000047579/ENSG00000111249/ENSG00000044090/ENSG00000179915/ENSG00000143434/ENSG00000181754/ENSG00000105996/ENSG00000110400/ENSG00000100503/ENSG00000133961/ENSG00000115414/ENSG00000083290/ENSG00000277586/ENSG00000132535
BP	GO:0048729	tissue morphogenesis	387	0.781163951703593	1.29697253799468	1.999996000008e-06	0.000550259769045679	0.000479358309017936	563	tags=14%, list=5%, signal=13%	ENSG00000096696/ENSG00000244405/ENSG00000075223/ENSG00000162998/ENSG00000161638/ENSG00000115461/ENSG00000009709/ENSG00000169071/ENSG00000066468/ENSG00000138136/ENSG00000157227/ENSG00000099250/ENSG00000205213/ENSG00000136099/ENSG00000152661/ENSG00000168505/ENSG00000070193/ENSG00000172201/ENSG00000114315/ENSG00000136158/ENSG00000139292/ENSG00000177508/ENSG00000104267/ENSG00000095261/ENSG00000164930/ENSG00000133121/ENSG00000154764/ENSG00000130635/ENSG00000196159/ENSG00000076826/ENSG00000151388/ENSG00000173218/ENSG00000163132/ENSG00000197921/ENSG00000198719/ENSG00000135299/ENSG00000170989/ENSG00000081479/ENSG00000004399/ENSG00000146648/ENSG00000120149/ENSG00000182742/ENSG00000173706/ENSG00000112715/ENSG00000065320/ENSG00000185008/ENSG00000164683/ENSG00000125848/ENSG00000156925/ENSG00000074047/ENSG00000135333/ENSG00000125266/ENSG00000162493
BP	GO:0048812	neuron projection morphogenesis	424	0.782320117789682	1.29938644668894	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1099	tags=23%, list=9%, signal=22%	ENSG00000196569/ENSG00000134121/ENSG00000075223/ENSG00000187122/ENSG00000154134/ENSG00000148082/ENSG00000007372/ENSG00000066468/ENSG00000170017/ENSG00000099250/ENSG00000109132/ENSG00000188906/ENSG00000167178/ENSG00000143858/ENSG00000152661/ENSG00000130558/ENSG00000132872/ENSG00000168505/ENSG00000184144/ENSG00000066032/ENSG00000156687/ENSG00000135905/ENSG00000163623/ENSG00000154764/ENSG00000138696/ENSG00000077264/ENSG00000144857/ENSG00000001617/ENSG00000011201/ENSG00000006468/ENSG00000064300/ENSG00000147010/ENSG00000176406/ENSG00000151892/ENSG00000130477/ENSG00000081479/ENSG00000184347/ENSG00000082684/ENSG00000146648/ENSG00000221866/ENSG00000179242/ENSG00000171798/ENSG00000101134/ENSG00000178235/ENSG00000182580/ENSG00000171956/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000124486/ENSG00000185008/ENSG00000174469/ENSG00000171608/ENSG00000181790/ENSG00000125848/ENSG00000158301/ENSG00000186868/ENSG00000074047/ENSG00000135333/ENSG00000198910/ENSG00000169783/ENSG00000061337/ENSG00000115993/ENSG00000148053/ENSG00000173482/ENSG00000143320/ENSG00000140937/ENSG00000067715/ENSG00000116106/ENSG00000082397/ENSG00000162490/ENSG00000076864/ENSG00000169862/ENSG00000133216/ENSG00000065675/ENSG00000145147/ENSG00000156299/ENSG00000079841/ENSG00000160716/ENSG00000160691/ENSG00000063660/ENSG00000116035/ENSG00000108379/ENSG00000047579/ENSG00000111249/ENSG00000044090/ENSG00000179915/ENSG00000143434/ENSG00000181754/ENSG00000105996/ENSG00000110400/ENSG00000100503/ENSG00000133961/ENSG00000115414/ENSG00000083290/ENSG00000277586/ENSG00000132535/ENSG00000087586
BP	GO:0048858	cell projection morphogenesis	440	0.779479987837698	1.29484096893775	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1204	tags=24%, list=10%, signal=23%	ENSG00000196569/ENSG00000134121/ENSG00000075223/ENSG00000187122/ENSG00000154134/ENSG00000148082/ENSG00000007372/ENSG00000066468/ENSG00000170017/ENSG00000099250/ENSG00000109132/ENSG00000188906/ENSG00000167178/ENSG00000143858/ENSG00000152661/ENSG00000130558/ENSG00000132872/ENSG00000168505/ENSG00000184144/ENSG00000066032/ENSG00000156687/ENSG00000114646/ENSG00000135905/ENSG00000107104/ENSG00000163623/ENSG00000154764/ENSG00000138696/ENSG00000077264/ENSG00000144857/ENSG00000001617/ENSG00000011201/ENSG00000006468/ENSG00000064300/ENSG00000147010/ENSG00000176406/ENSG00000151892/ENSG00000130477/ENSG00000081479/ENSG00000184347/ENSG00000082684/ENSG00000146648/ENSG00000221866/ENSG00000179242/ENSG00000171798/ENSG00000101134/ENSG00000178235/ENSG00000182580/ENSG00000171956/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000124486/ENSG00000185008/ENSG00000174469/ENSG00000171608/ENSG00000181790/ENSG00000125848/ENSG00000158301/ENSG00000186868/ENSG00000074047/ENSG00000135333/ENSG00000198910/ENSG00000162493/ENSG00000169783/ENSG00000061337/ENSG00000115993/ENSG00000148053/ENSG00000173482/ENSG00000143320/ENSG00000140937/ENSG00000067715/ENSG00000116106/ENSG00000082397/ENSG00000162490/ENSG00000076864/ENSG00000169862/ENSG00000133216/ENSG00000065675/ENSG00000145147/ENSG00000156299/ENSG00000079841/ENSG00000160716/ENSG00000160691/ENSG00000132688/ENSG00000063660/ENSG00000116035/ENSG00000108379/ENSG00000047579/ENSG00000111249/ENSG00000044090/ENSG00000179915/ENSG00000143434/ENSG00000181754/ENSG00000105996/ENSG00000110400/ENSG00000100503/ENSG00000133961/ENSG00000115414/ENSG00000083290/ENSG00000277586/ENSG00000132535/ENSG00000087586/ENSG00000136960/ENSG00000196358/ENSG00000169554/ENSG00000184349/ENSG00000165240
BP	GO:0050877	nervous system process	437	0.763454220333332	1.26818943569283	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1396	tags=24%, list=12%, signal=22%	ENSG00000018625/ENSG00000134121/ENSG00000106236/ENSG00000150275/ENSG00000161638/ENSG00000148082/ENSG00000007372/ENSG00000135903/ENSG00000109132/ENSG00000188906/ENSG00000100234/ENSG00000176842/ENSG00000162496/ENSG00000163377/ENSG00000148826/ENSG00000132872/ENSG00000128573/ENSG00000137868/ENSG00000123360/ENSG00000136158/ENSG00000184144/ENSG00000066032/ENSG00000154764/ENSG00000143341/ENSG00000166206/ENSG00000082482/ENSG00000170989/ENSG00000176406/ENSG00000081479/ENSG00000082684/ENSG00000110076/ENSG00000146648/ENSG00000131094/ENSG00000079215/ENSG00000144191/ENSG00000182621/ENSG00000109861/ENSG00000136531/ENSG00000171956/ENSG00000140538/ENSG00000180176/ENSG00000106536/ENSG00000174469/ENSG00000124788/ENSG00000158301/ENSG00000186868/ENSG00000118432/ENSG00000179603/ENSG00000188419/ENSG00000148053/ENSG00000145476/ENSG00000221890/ENSG00000107521/ENSG00000139219/ENSG00000125966/ENSG00000109501/ENSG00000205363/ENSG00000133216/ENSG00000101489/ENSG00000132970/ENSG00000166257/ENSG00000156171/ENSG00000006042/ENSG00000174498/ENSG00000079841/ENSG00000114200/ENSG00000160716/ENSG00000132639/ENSG00000105088/ENSG00000112367/ENSG00000116035/ENSG00000146072/ENSG00000125746/ENSG00000111249/ENSG00000155511/ENSG00000171766/ENSG00000049860/ENSG00000124406/ENSG00000140859/ENSG00000179915/ENSG00000100433/ENSG00000173175/ENSG00000124588/ENSG00000116791/ENSG00000154118/ENSG00000198961/ENSG00000112320/ENSG00000101849/ENSG00000100473/ENSG00000277586/ENSG00000132535/ENSG00000103034/ENSG00000084073/ENSG00000103942/ENSG00000096433/ENSG00000146938/ENSG00000140463/ENSG00000151012/ENSG00000168496/ENSG00000095397/ENSG00000163328/ENSG00000132563/ENSG00000108852/ENSG00000162105/ENSG00000093010/ENSG00000182636
BP	GO:0061061	muscle structure development	353	0.774294330054748	1.28509381450017	1.999996000008e-06	0.000550259769045679	0.000479358309017936	545	tags=13%, list=5%, signal=13%	ENSG00000196569/ENSG00000096696/ENSG00000145794/ENSG00000196092/ENSG00000115461/ENSG00000009709/ENSG00000196218/ENSG00000066468/ENSG00000138136/ENSG00000157227/ENSG00000135903/ENSG00000109132/ENSG00000128591/ENSG00000152661/ENSG00000178568/ENSG00000070193/ENSG00000128573/ENSG00000137868/ENSG00000010278/ENSG00000114315/ENSG00000066032/ENSG00000133424/ENSG00000064309/ENSG00000144857/ENSG00000183023/ENSG00000163132/ENSG00000006468/ENSG00000198719/ENSG00000082482/ENSG00000170989/ENSG00000081479/ENSG00000123562/ENSG00000183963/ENSG00000185551/ENSG00000182621/ENSG00000077238/ENSG00000077092/ENSG00000117318/ENSG00000173706/ENSG00000184357/ENSG00000112715/ENSG00000148848/ENSG00000181790/ENSG00000164683/ENSG00000076770/ENSG00000125266
BP	GO:0061564	axon development	315	0.809653670741629	1.34299183029017	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1095	tags=26%, list=9%, signal=24%	ENSG00000044524/ENSG00000196569/ENSG00000134121/ENSG00000075223/ENSG00000187122/ENSG00000154134/ENSG00000148082/ENSG00000007372/ENSG00000066468/ENSG00000170017/ENSG00000099250/ENSG00000109132/ENSG00000167178/ENSG00000130558/ENSG00000168505/ENSG00000184144/ENSG00000066032/ENSG00000156687/ENSG00000163623/ENSG00000154764/ENSG00000182175/ENSG00000138696/ENSG00000077264/ENSG00000144857/ENSG00000001617/ENSG00000011201/ENSG00000006468/ENSG00000064300/ENSG00000147010/ENSG00000151892/ENSG00000184347/ENSG00000082684/ENSG00000221866/ENSG00000179242/ENSG00000101134/ENSG00000178235/ENSG00000182580/ENSG00000171956/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000124486/ENSG00000185008/ENSG00000171608/ENSG00000181790/ENSG00000125848/ENSG00000186868/ENSG00000118432/ENSG00000074047/ENSG00000135333/ENSG00000198910/ENSG00000228716/ENSG00000169783/ENSG00000115993/ENSG00000148053/ENSG00000173482/ENSG00000143320/ENSG00000140937/ENSG00000116106/ENSG00000162490/ENSG00000076864/ENSG00000183762/ENSG00000133216/ENSG00000065675/ENSG00000145147/ENSG00000156299/ENSG00000160716/ENSG00000160691/ENSG00000063660/ENSG00000116035/ENSG00000108379/ENSG00000146072/ENSG00000179915/ENSG00000143434/ENSG00000181754/ENSG00000105996/ENSG00000110400/ENSG00000100503/ENSG00000133961/ENSG00000115414/ENSG00000083290/ENSG00000277586
BP	GO:0098916	anterograde trans-synaptic signaling	347	0.783249236454603	1.29989033154919	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1214	tags=24%, list=10%, signal=22%	ENSG00000018625/ENSG00000196569/ENSG00000244405/ENSG00000106236/ENSG00000148082/ENSG00000169071/ENSG00000188906/ENSG00000118946/ENSG00000150551/ENSG00000136099/ENSG00000105143/ENSG00000132872/ENSG00000184144/ENSG00000145920/ENSG00000134769/ENSG00000123560/ENSG00000114646/ENSG00000104267/ENSG00000011347/ENSG00000154764/ENSG00000166206/ENSG00000127955/ENSG00000102466/ENSG00000005379/ENSG00000006283/ENSG00000139182/ENSG00000007516/ENSG00000176406/ENSG00000130477/ENSG00000110076/ENSG00000146648/ENSG00000079215/ENSG00000182621/ENSG00000169213/ENSG00000100321/ENSG00000101098/ENSG00000180176/ENSG00000131435/ENSG00000181790/ENSG00000186868/ENSG00000118432/ENSG00000158445/ENSG00000100505/ENSG00000061337/ENSG00000164082/ENSG00000272636/ENSG00000148053/ENSG00000221890/ENSG00000112852/ENSG00000140937/ENSG00000067715/ENSG00000116106/ENSG00000102003/ENSG00000205363/ENSG00000110436/ENSG00000133216/ENSG00000139220/ENSG00000101489/ENSG00000163686/ENSG00000079841/ENSG00000114200/ENSG00000081803/ENSG00000160716/ENSG00000132639/ENSG00000146006/ENSG00000047579/ENSG00000111249/ENSG00000155511/ENSG00000168297/ENSG00000179915/ENSG00000101180/ENSG00000166900/ENSG00000154118/ENSG00000101298/ENSG00000148408/ENSG00000163873/ENSG00000132535/ENSG00000163618/ENSG00000168610/ENSG00000196358/ENSG00000096433/ENSG00000128594/ENSG00000007402/ENSG00000168824
BP	GO:0099536	synaptic signaling	354	0.779591635496976	1.29390338860629	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1242	tags=24%, list=11%, signal=22%	ENSG00000018625/ENSG00000196569/ENSG00000244405/ENSG00000106236/ENSG00000148082/ENSG00000169071/ENSG00000188906/ENSG00000118946/ENSG00000150551/ENSG00000136099/ENSG00000105143/ENSG00000132872/ENSG00000184144/ENSG00000145920/ENSG00000134769/ENSG00000123560/ENSG00000114646/ENSG00000104267/ENSG00000011347/ENSG00000154764/ENSG00000166206/ENSG00000127955/ENSG00000102466/ENSG00000005379/ENSG00000006283/ENSG00000139182/ENSG00000007516/ENSG00000176406/ENSG00000130477/ENSG00000110076/ENSG00000146648/ENSG00000079215/ENSG00000182621/ENSG00000169213/ENSG00000100321/ENSG00000101098/ENSG00000180176/ENSG00000131435/ENSG00000181790/ENSG00000186868/ENSG00000118432/ENSG00000158445/ENSG00000100505/ENSG00000061337/ENSG00000164082/ENSG00000272636/ENSG00000148053/ENSG00000221890/ENSG00000112852/ENSG00000140937/ENSG00000067715/ENSG00000116106/ENSG00000102003/ENSG00000205363/ENSG00000110436/ENSG00000133216/ENSG00000139220/ENSG00000101489/ENSG00000163686/ENSG00000079841/ENSG00000114200/ENSG00000081803/ENSG00000160716/ENSG00000132639/ENSG00000146006/ENSG00000047579/ENSG00000111249/ENSG00000155511/ENSG00000168297/ENSG00000179915/ENSG00000101180/ENSG00000166900/ENSG00000154118/ENSG00000101298/ENSG00000148408/ENSG00000163873/ENSG00000132535/ENSG00000163618/ENSG00000168610/ENSG00000196358/ENSG00000096433/ENSG00000128594/ENSG00000007402/ENSG00000168824/ENSG00000157168/ENSG00000146938
BP	GO:0099537	trans-synaptic signaling	350	0.780161706993543	1.29482566500763	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1214	tags=24%, list=10%, signal=22%	ENSG00000018625/ENSG00000196569/ENSG00000244405/ENSG00000106236/ENSG00000148082/ENSG00000169071/ENSG00000188906/ENSG00000118946/ENSG00000150551/ENSG00000136099/ENSG00000105143/ENSG00000132872/ENSG00000184144/ENSG00000145920/ENSG00000134769/ENSG00000123560/ENSG00000114646/ENSG00000104267/ENSG00000011347/ENSG00000154764/ENSG00000166206/ENSG00000127955/ENSG00000102466/ENSG00000005379/ENSG00000006283/ENSG00000139182/ENSG00000007516/ENSG00000176406/ENSG00000130477/ENSG00000110076/ENSG00000146648/ENSG00000079215/ENSG00000182621/ENSG00000169213/ENSG00000100321/ENSG00000101098/ENSG00000180176/ENSG00000131435/ENSG00000181790/ENSG00000186868/ENSG00000118432/ENSG00000158445/ENSG00000100505/ENSG00000061337/ENSG00000164082/ENSG00000272636/ENSG00000148053/ENSG00000221890/ENSG00000112852/ENSG00000140937/ENSG00000067715/ENSG00000116106/ENSG00000102003/ENSG00000205363/ENSG00000110436/ENSG00000133216/ENSG00000139220/ENSG00000101489/ENSG00000163686/ENSG00000079841/ENSG00000114200/ENSG00000081803/ENSG00000160716/ENSG00000132639/ENSG00000146006/ENSG00000047579/ENSG00000111249/ENSG00000155511/ENSG00000168297/ENSG00000179915/ENSG00000101180/ENSG00000166900/ENSG00000154118/ENSG00000101298/ENSG00000148408/ENSG00000163873/ENSG00000132535/ENSG00000163618/ENSG00000168610/ENSG00000196358/ENSG00000096433/ENSG00000128594/ENSG00000007402/ENSG00000168824
BP	GO:0120039	plasma membrane bounded cell projection morphogenesis	436	0.778829220986671	1.29371905791941	1.999996000008e-06	0.000550259769045679	0.000479358309017936	1204	tags=24%, list=10%, signal=22%	ENSG00000196569/ENSG00000134121/ENSG00000075223/ENSG00000187122/ENSG00000154134/ENSG00000148082/ENSG00000007372/ENSG00000066468/ENSG00000170017/ENSG00000099250/ENSG00000109132/ENSG00000188906/ENSG00000167178/ENSG00000143858/ENSG00000152661/ENSG00000130558/ENSG00000132872/ENSG00000168505/ENSG00000184144/ENSG00000066032/ENSG00000156687/ENSG00000135905/ENSG00000107104/ENSG00000163623/ENSG00000154764/ENSG00000138696/ENSG00000077264/ENSG00000144857/ENSG00000001617/ENSG00000011201/ENSG00000006468/ENSG00000064300/ENSG00000147010/ENSG00000176406/ENSG00000151892/ENSG00000130477/ENSG00000081479/ENSG00000184347/ENSG00000082684/ENSG00000146648/ENSG00000221866/ENSG00000179242/ENSG00000171798/ENSG00000101134/ENSG00000178235/ENSG00000182580/ENSG00000171956/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000124486/ENSG00000185008/ENSG00000174469/ENSG00000171608/ENSG00000181790/ENSG00000125848/ENSG00000158301/ENSG00000186868/ENSG00000074047/ENSG00000135333/ENSG00000198910/ENSG00000162493/ENSG00000169783/ENSG00000061337/ENSG00000115993/ENSG00000148053/ENSG00000173482/ENSG00000143320/ENSG00000140937/ENSG00000067715/ENSG00000116106/ENSG00000082397/ENSG00000162490/ENSG00000076864/ENSG00000169862/ENSG00000133216/ENSG00000065675/ENSG00000145147/ENSG00000156299/ENSG00000079841/ENSG00000160716/ENSG00000160691/ENSG00000063660/ENSG00000116035/ENSG00000108379/ENSG00000047579/ENSG00000111249/ENSG00000044090/ENSG00000179915/ENSG00000143434/ENSG00000181754/ENSG00000105996/ENSG00000110400/ENSG00000100503/ENSG00000133961/ENSG00000115414/ENSG00000083290/ENSG00000277586/ENSG00000132535/ENSG00000087586/ENSG00000136960/ENSG00000196358/ENSG00000169554/ENSG00000184349/ENSG00000165240
BP	GO:0001501	skeletal system development	257	0.792904368089677	1.31407384893676	3.999992000016e-06	0.000816514496003266	0.000711305877897582	1287	tags=27%, list=11%, signal=24%	ENSG00000196092/ENSG00000164946/ENSG00000204335/ENSG00000068078/ENSG00000162998/ENSG00000009709/ENSG00000169071/ENSG00000196218/ENSG00000066468/ENSG00000157227/ENSG00000105997/ENSG00000163273/ENSG00000176842/ENSG00000162496/ENSG00000152661/ENSG00000105855/ENSG00000153162/ENSG00000154764/ENSG00000138696/ENSG00000196159/ENSG00000196562/ENSG00000151388/ENSG00000163132/ENSG00000197921/ENSG00000196459/ENSG00000102265/ENSG00000111186/ENSG00000090932/ENSG00000120149/ENSG00000166147/ENSG00000077092/ENSG00000182742/ENSG00000182718/ENSG00000107829/ENSG00000120094/ENSG00000113140/ENSG00000074047/ENSG00000109906/ENSG00000104964/ENSG00000162551/ENSG00000145431/ENSG00000177189/ENSG00000140937/ENSG00000139219/ENSG00000087245/ENSG00000145423/ENSG00000127418/ENSG00000163659/ENSG00000114439/ENSG00000142627/ENSG00000103489/ENSG00000049860/ENSG00000157557/ENSG00000157637/ENSG00000197905/ENSG00000142453/ENSG00000105996/ENSG00000102024/ENSG00000177706/ENSG00000186480/ENSG00000134013/ENSG00000084073/ENSG00000143995/ENSG00000138386/ENSG00000102678/ENSG00000165240/ENSG00000099139/ENSG00000185630/ENSG00000125629
MF	GO:0004888	transmembrane signaling receptor activity	207	0.808697032904842	1.33899683549988	3.999992000016e-06	0.000816514496003266	0.000711305877897582	921	tags=29%, list=8%, signal=27%	ENSG00000044524/ENSG00000112414/ENSG00000068078/ENSG00000066468/ENSG00000099250/ENSG00000144476/ENSG00000205213/ENSG00000178568/ENSG00000187244/ENSG00000060656/ENSG00000156687/ENSG00000139292/ENSG00000173530/ENSG00000164930/ENSG00000138696/ENSG00000113594/ENSG00000067182/ENSG00000127863/ENSG00000166206/ENSG00000170412/ENSG00000076356/ENSG00000064300/ENSG00000118402/ENSG00000170989/ENSG00000151892/ENSG00000004399/ENSG00000110076/ENSG00000146648/ENSG00000077238/ENSG00000158292/ENSG00000182580/ENSG00000140538/ENSG00000167191/ENSG00000111432/ENSG00000185008/ENSG00000181790/ENSG00000118432/ENSG00000135333/ENSG00000179603/ENSG00000164082/ENSG00000037280/ENSG00000148053/ENSG00000173482/ENSG00000176170/ENSG00000116106/ENSG00000133216/ENSG00000115365/ENSG00000250510/ENSG00000104998/ENSG00000198121/ENSG00000127418/ENSG00000160716/ENSG00000171094/ENSG00000137642/ENSG00000187266/ENSG00000244165/ENSG00000113721/ENSG00000142627/ENSG00000155511/ENSG00000170837
BP	GO:0042330	taxis	277	0.783873534870048	1.29954774000712	3.999992000016e-06	0.000816514496003266	0.000711305877897582	1009	tags=23%, list=9%, signal=22%	ENSG00000196569/ENSG00000134121/ENSG00000075223/ENSG00000187122/ENSG00000154134/ENSG00000148082/ENSG00000007372/ENSG00000170017/ENSG00000099250/ENSG00000163377/ENSG00000130830/ENSG00000168505/ENSG00000070193/ENSG00000156687/ENSG00000138696/ENSG00000144857/ENSG00000001617/ENSG00000124126/ENSG00000011201/ENSG00000106538/ENSG00000006468/ENSG00000147010/ENSG00000170989/ENSG00000151892/ENSG00000184347/ENSG00000144668/ENSG00000082684/ENSG00000221866/ENSG00000179242/ENSG00000100604/ENSG00000101134/ENSG00000182580/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000185008/ENSG00000171951/ENSG00000137801/ENSG00000171608/ENSG00000125848/ENSG00000074047/ENSG00000135333/ENSG00000198910/ENSG00000125266/ENSG00000173482/ENSG00000116106/ENSG00000162490/ENSG00000076864/ENSG00000133216/ENSG00000065675/ENSG00000198121/ENSG00000145147/ENSG00000113448/ENSG00000156299/ENSG00000160691/ENSG00000063660/ENSG00000108379/ENSG00000113721/ENSG00000142627/ENSG00000179915/ENSG00000143434/ENSG00000166900/ENSG00000105996/ENSG00000110400
